"","...1","record","species_code","group","run_name","scientific_name.x","common_name","breeding_date_source","breeding_start_dt","breeding_end_dt","nonbreeding_start_dt","nonbreeding_end_dt","postbreeding_migration_start_dt","postbreeding_migration_end_dt","prebreeding_migration_start_dt","prebreeding_migration_end_dt","year_round_start_dt","year_round_end_dt","Credibility Code","Sample Size","Precision","Abundance","Significance","AOU","Region","common_name.y","Region Name","Model","N Routes","Trend","2.5%CI","97.5%CI","Relative Abundance","SpecID","PassNonPass","IOCOrder","Family","BLFamilyEnglish","scientific_name.y","Data","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","understory","midhigh","canopy","aerial","PelagicSpecialist","ForStrat.SpecLevel","Nocturnal","size","AB_mig","eBird_mig","AB_diet","sw_diet","AB_foraging","sw_foraging","Eastern.Western","Forest.Type","BodyMass-Value","Source_BM","date_dif","days_div"
"39",67,21,"vauswi","migrant","vauswi-ERD2018-EBIRD_SCIENCE-20191108-e8bb7b1c","Chaetura vauxi","Vaux's Swift","ebird",2018-06-14,2018-08-03,2018-11-09,2018-03-22,2018-08-10,2018-11-02,2018-03-29,2018-06-07,"NA","NA","Y","NA","NA","Y","NA",4240,"SU1","Vaux's Swift","Survey-wide","Dh",288,-0.35,-1.35,0.35,0.65,"2400","Nonpasseriformes","Apodiformes","Apodidae","Swifts","Chaetura vauxi","0","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","0","0","0","100","0","1","0","17.100000000000001",NA,"N","NA","I","NA","AF","Western","Temperate",17.1,"Elton",312,104
"40",82,176,"yebcha","migrant","yebcha-ERD2018-EBIRD_SCIENCE-20191030-d087d0ab","Icteria virens","Yellow-breasted Chat","ebird",2018-05-31,2018-07-27,2018-11-09,2018-03-15,2018-08-17,2018-11-02,2018-03-22,2018-05-24,"NA","NA","NA","NA","NA","NA","2",6830,"SU1","Yellow-breasted Chat","Survey-wide","Dh",2073,-0.72,-0.9,-0.55,4.06,"12799","Passeriformes","Passeriformes","Parulidae","New World warblers","Icteria virens","0","80","0","0","0","0","0","20","0","0","0","Invertebrate","0","0","0","100","0","0","0","0","1","0","24.89",NA,"N","NA","I","NA","F","Eastern","Temperate",24.89,"Elton",305,102
"41",83,182,"balori","migrant","balori-ERD2018-EBIRD_SCIENCE-20191025-bb8f7498","Icterus galbula","Baltimore Oriole","ebird",2018-06-07,2018-08-10,2018-11-09,2018-03-29,2018-08-17,2018-11-02,2018-04-05,2018-05-31,"NA","NA","NA","NA","NA","NA","2",5070,"SU1","Baltimore Oriole","Survey-wide","Dh",2330,-0.86,-1.2,-0.64,2.84,"13379","Passeriformes","Passeriformes","Icteridae","New World blackbirds","Icterus galbula","1","60","0","0","0","0","0","20","20","0","0","Invertebrate","0","0","30","10","20","40","0","0","1","0","32.83",NA,"N","NA","I","NA","F","Eastern","Temperate",32.83,"Elton",298,99
"42",84,85,"belvir","migrant","belvir-ERD2018-EBIRD_SCIENCE-20191025-55da0598","Vireo bellii","Bell's Vireo","ebird",2018-06-07,2018-08-10,2018-11-09,2018-03-01,2018-08-17,2018-10-19,2018-03-08,2018-05-31,"NA","NA","Y","NA","NA","Y","NA",6330,"SU1","Bell's Vireo","Survey-wide","Dh",572,-0.02,-0.6,0.52,0.94,"7756","Passeriformes","Passeriformes","Vireonidae","Vireos and allies","Vireo bellii","0","90","0","0","0","0","0","10","0","0","0","Invertebrate","0","0","0","50","50","0","0","0","NA","NA","NA",NA,"N","NA","I","NA","F","NA","NA",8.5,"Elton",298,99
"43",85,91,"plsvir","migrant","plsvir-ERD2018-EBIRD_SCIENCE-20191111-b116f864","Vireo plumbeus","Plumbeous Vireo","ebird",2018-06-14,2018-08-10,2018-11-09,2018-02-15,2018-08-17,2018-11-02,2018-02-22,2018-06-07,"NA","NA","NA","NA","NA","NA","NA",6292,"SU1","Plumbeous Vireo","Survey-wide","Dh",284,0.04,-1.7,0.9,2.15,"7786","Passeriformes","Passeriformes","Vireonidae","Vireos and allies","Vireo plumbeus","0","70","0","0","0","0","0","30","0","0","0","Invertebrate","0","0","0","20","40","40","0","0","NA","NA","NA",NA,"N","NA","I","NA","F","Western","Temperate",16.4,"Elton",305,102
"44",97,72,"verfly","migrant","verfly-ERD2018-EBIRD_SCIENCE-20191109-280f1654","Pyrocephalus rubinus","Vermilion Flycatcher","ebird",2018-06-14,2018-08-17,2018-11-09,2018-02-15,2018-08-24,2018-11-02,2018-02-22,2018-06-07,"NA","NA","Y","NA","NA","Y","NA",4710,"SU1","Vermilion Flycatcher","Survey-wide","Dh",126,0.91,-0.16,1.97,0.34,"6058","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Pyrocephalus rubinus","0","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","50","50","0","0","0","1","0","14.4",NA,"N","NA","I","NA","F","NA","Tropical",14.4,"Elton",298,99
"45",118,190,"buwwar","migrant","buwwar-ERD2018-EBIRD_SCIENCE-20191101-e56a7afe","Vermivora cyanoptera","Blue-winged Warbler","ebird",2018-06-07,2018-07-27,2018-11-09,2018-03-15,2018-08-03,2018-11-02,2018-03-22,2018-05-31,"NA","NA","Y","NA","NA","Y","2",6410,"SU1","Blue-winged Warbler","Survey-wide","DD",728,-0.68,-1.12,-0.12,0.47,"12668","Passeriformes","Passeriformes","Parulidae","New World warblers","Vermivora pinus","1","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","50","50","0","0","0","1","0","8.9",NA,"N","NA","I","NA","F","Eastern","Temperate",8.9,"Elton",312,104
"46",119,212,"chswar","migrant","chswar-ERD2018-EBIRD_SCIENCE-20191104-a023ee75","Setophaga pensylvanica","Chestnut-sided Warbler","ebird",2018-06-14,2018-07-20,2018-11-09,2018-03-22,2018-08-03,2018-11-02,2018-03-29,2018-06-07,"NA","NA","NA","NA","NA","NA","2",6590,"SU1","Chestnut-sided Warbler","Survey-wide","Dh",1278,-0.89,-1.49,-0.44,8.21,"12688","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica pensylvanica","1","80","0","0","0","0","0","10","0","10","0","Invertebrate","0","0","0","20","80","0","0","0","1","0","9.2899999999999991",NA,"N","NA","I","NA","F","Eastern","Temperate",9.29,"Elton",326,109
"47",120,202,"hoowar","migrant","hoowar-ERD2018-EBIRD_SCIENCE-20191028-a62204e9","Setophaga citrina","Hooded Warbler","ebird",2018-05-31,2018-07-27,2018-11-09,2018-03-15,2018-08-03,2018-11-02,2018-03-22,2018-05-24,"NA","NA","NA","NA","NA","NA","1",6840,"SU1","Hooded Warbler","Survey-wide","Dh",1013,1.03,0.58,1.41,2.02,"12751","Passeriformes","Passeriformes","Parulidae","New World warblers","Wilsonia citrina","0","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","100","0","0","0","0","1","0","10.54",NA,"N","NA","I","NA","F","Eastern","Temperate",10.54,"Elton",305,102
"48",10,244,"paibun","migrant","paibun-ERD2018-EBIRD_SCIENCE-20191029-e00a365d","Passerina ciris","Painted Bunting","ebird",2018-05-24,2018-06-28,2018-11-16,2018-03-29,2018-07-13,2018-11-09,2018-04-05,2018-05-17,"NA","NA","NA","NA","NA","NA","2",6010,"SU1","Painted Bunting","Survey-wide","Dh",517,-0.79,-1.21,-0.39,7.56,"13315","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies","Passerina ciris","0","0","0","0","0","0","0","0","0","100","0","PlantSeed","0","0","50","50","0","0","0","0","1","0","15.54",NA,"N","NA","G","NA","G","Eastern","Temperate",15.54,"Elton",327,109
"49",22,236,"westan","migrant","westan-ERD2018-EBIRD_SCIENCE-20191030-52ba1004","Piranga ludoviciana","Western Tanager","ebird",2018-06-21,2018-07-06,2018-11-16,2018-03-29,2018-07-20,2018-11-09,2018-04-05,2018-06-07,"NA","NA","NA","NA","NA","NA","1",6070,"SU1","Western Tanager","Survey-wide","Dh",1010,0.53,0.16,0.86,6.7,"12916","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies","Piranga ludoviciana","1","80","0","0","0","0","0","20","0","0","0","Invertebrate","0","0","0","0","30","40","30","0","1","0","28.1",NA,"N","NA","I","NA","F","Western","Temperate",28.1,"BOW",347,116
"50",45,227,"wlswar","migrant","wlswar-ERD2018-EBIRD_SCIENCE-20191104-88cc67fa","Cardellina pusilla","Wilson's Warbler","ebird",2018-06-28,2018-07-20,2018-11-16,2018-02-22,2018-07-27,2018-11-09,2018-03-01,2018-06-21,"NA","NA","NA","NA","NA","NA","2",6850,"SU1","Wilson's Warbler","Survey-wide","Dh",1062,-1.7,-2.54,-1.03,1.9,"12752","Passeriformes","Passeriformes","Parulidae","New World warblers","Wilsonia pusilla","1","80","0","0","0","0","0","10","10","0","0","Invertebrate","0","0","0","20","80","0","0","0","1","0","6.96",NA,"N","NA","I","NA","F","NA","Boreal",6.96,"Elton",340,113
"51",46,222,"towwar","migrant","towwar-ERD2018-EBIRD_SCIENCE-20191105-8afbaa70","Setophaga townsendi","Townsend's Warbler","ebird",2018-06-21,2018-07-20,2018-11-16,2018-03-01,2018-07-27,2018-11-09,2018-03-08,2018-06-14,"NA","NA","NA","NA","NA","NA","NA",6680,"SU1","Townsend's Warbler","Survey-wide","Dh",294,-0.24,-0.95,0.46,10.47,"12697","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica townsendi","0","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","20","0","80","0","0","1","0","8.84",NA,"N","NA","I","NA","F","Western","Temperate",8.84,"Elton",333,111
"52",64,66,"acafly","migrant","acafly-ERD2018-EBIRD_SCIENCE-20191105-09c6acb9","Empidonax virescens","Acadian Flycatcher","ebird",2018-05-17,2018-08-03,2018-11-16,2018-03-08,2018-08-10,2018-11-09,2018-03-15,2018-05-10,"NA","NA","NA","NA","NA","NA","NA",4650,"SU1","Acadian Flycatcher","Survey-wide","Dh",1341,-0.05,-0.29,0.18,2,"6037","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Empidonax virescens","0","80","0","0","0","0","0","20","0","0","0","Invertebrate","0","0","0","33","33","33","0","0","1","0","12.6",NA,"N","NA","I","NA","F","Eastern","Temperate",12.6,"Elton",284,95
"53",95,214,"btbwar","migrant","btbwar-ERD2018-EBIRD_SCIENCE-20191026-6ace767f","Setophaga caerulescens","Black-throated Blue Warbler","ebird",2018-06-14,2018-08-17,2018-11-16,2018-03-22,2018-08-24,2018-11-09,2018-03-29,2018-06-07,"NA","NA","Y","NA","NA","Y","1",6540,"SU1","Black-throated Blue Warbler","Survey-wide","Dh",736,1.28,0.64,1.94,0.9,"12691","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica caerulescens","1","70","0","0","0","0","0","10","10","10","0","Invertebrate","0","0","0","40","40","20","0","0","1","0","10.14",NA,"N","NA","I","NA","F","Eastern","Boreal",10.14,"Elton",298,99
"54",114,189,"gowwar","migrant","gowwar-ERD2018-EBIRD_SCIENCE-20191108-51224a26","Vermivora chrysoptera","Golden-winged Warbler","ebird",2018-06-07,2018-07-27,2018-11-16,2018-03-22,2018-08-03,2018-11-09,2018-03-29,2018-05-31,"NA","NA","Y","NA","NA","Y","2",6420,"SU1","Golden-winged Warbler","Survey-wide","Dh",442,-2.08,-2.81,-1.38,0.32,"12669","Passeriformes","Passeriformes","Parulidae","New World warblers","Vermivora chrysoptera","1","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","50","50","0","0","0","1","0","8.74",NA,"N","NA","I","NA","F","Eastern","Temperate",8.74,"Elton",312,104
"55",115,210,"bkbwar","migrant","bkbwar-ERD2018-EBIRD_SCIENCE-20191105-2e0c75ae","Setophaga fusca","Blackburnian Warbler","ebird",2018-06-07,2018-07-27,2018-11-16,2018-03-08,2018-08-03,2018-11-09,2018-03-15,2018-05-31,"NA","NA","NA","NA","NA","NA","NA",6620,"SU1","Blackburnian Warbler","Survey-wide","Dh",864,0.27,-0.42,0.85,2.21,"12701","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica fusca","1","80","0","0","0","0","0","20","0","0","0","Invertebrate","0","0","0","0","20","60","20","0","1","0","9.74",NA,"N","NA","I","NA","F","Eastern","Boreal",9.74,"Elton",312,104
"56",145,150,"woothr","migrant","woothr-ERD2018-EBIRD_SCIENCE-20191101-fb4924e9","Hylocichla mustelina","Wood Thrush","ebird",2018-05-24,2018-09-07,2018-11-16,2018-03-08,2018-09-14,2018-11-09,2018-03-15,2018-05-17,"NA","NA","NA","NA","NA","NA","2",7550,"SU1","Wood Thrush","Survey-wide","Dh",2192,-1.37,-1.51,-1.22,4.51,"8910","Passeriformes","Passeriformes","Turdidae","Thrushes","Hylocichla mustelina","1","60","0","0","0","0","0","40","0","0","0","Invertebrate","0","0","80","20","0","0","0","0","1","0","50.09",NA,"N","NA","I","NA","G","Eastern","Temperate",50.09,"Elton",256,85
"57",162,88,"yetvir","migrant","yetvir-ERD2018-EBIRD_SCIENCE-20191105-ca6abeb2","Vireo flavifrons","Yellow-throated Vireo","ebird",2018-05-31,2018-08-31,2018-11-16,2018-02-15,2018-09-07,2018-11-09,2018-02-22,2018-05-24,"NA","NA","Y","NA","NA","Y","1",6280,"SU1","Yellow-throated Vireo","Survey-wide","Dh",1902,0.91,0.63,1.14,0.76,"7789","Passeriformes","Passeriformes","Vireonidae","Vireos and allies","Vireo flavifrons","1","70","0","0","0","0","0","30","0","0","0","Invertebrate","0","0","0","10","50","40","0","0","1","0","18",NA,"N","NA","I","NA","F","Eastern","Temperate",18,"Elton",270,90
"58",12,219,"prawar","migrant","prawar-ERD2018-EBIRD_SCIENCE-20191105-23be873e","Setophaga discolor","Prairie Warbler","ebird",2018-05-31,2018-07-06,2018-11-23,2018-03-08,2018-07-13,2018-11-16,2018-03-15,2018-05-24,"NA","NA","NA","NA","NA","NA","2",6730,"SU1","Prairie Warbler","Survey-wide","Dh",1158,-1.81,-2.1,-1.5,1.61,"12709","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica discolor","0","80","0","0","0","0","0","10","10","0","0","Invertebrate","0","0","20","60","20","0","0","0","1","0","7.64",NA,"N","NA","I","NA","F","Eastern","Temperate",7.64,"Elton",326,109
"59",25,203,"amered","migrant","amered-ERD2018-EBIRD_SCIENCE-20191103-d99815c3","Setophaga ruticilla","American Redstart","ebird",2018-06-21,2018-07-13,2018-11-23,2018-03-22,2018-07-20,2018-11-16,2018-03-29,2018-06-14,"NA","NA","NA","NA","NA","NA","NA",6870,"SU1","American Redstart","Survey-wide","Dh",2200,-0.19,-0.57,0.15,4.69,"12720","Passeriformes","Passeriformes","Parulidae","New World warblers","Setophaga ruticilla","1","80","0","0","0","0","0","10","0","10","0","Invertebrate","0","0","0","0","80","20","0","0","1","0","8.24",NA,"N","NA","I","NA","F","NA","NA",8.24,"Elton",340,113
"60",26,121,"vigswa","migrant","vigswa-ERD2018-EBIRD_SCIENCE-20191030-94d3c13f","Tachycineta thalassina","Violet-green Swallow","ebird",2018-05-17,2018-07-13,2018-11-23,2018-01-18,2018-07-20,2018-11-16,2018-01-25,2018-05-10,"NA","NA","NA","NA","NA","NA","2",6150,"SU1","Violet-green Swallow","Survey-wide","Dh",991,-0.55,-1.05,-0.11,11.25,"9999","Passeriformes","Passeriformes","Hirundinidae","Swallows and martins","Tachycineta thalassina","0","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","20","20","20","20","20","0","1","0","14.14",NA,"N","NA","I","NA","AH","Western","Temperate",14.14,"Elton",305,102
"61",27,89,"casvir","migrant","casvir-ERD2018-EBIRD_SCIENCE-20191109-080c0f1b","Vireo cassinii","Cassin's Vireo","ebird",2018-06-21,2018-07-13,2018-11-23,2018-03-01,2018-07-20,2018-11-16,2018-03-08,2018-06-14,"NA","NA","NA","NA","NA","NA","1",6291,"SU1","Cassin's Vireo","Survey-wide","Dh",485,0.61,0.02,1.12,2.8,"7785","Passeriformes","Passeriformes","Vireonidae","Vireos and allies","Vireo cassinii","0","70","0","0","0","0","0","0","0","20","10","Invertebrate","0","0","0","20","40","40","0","0","NA","NA","NA",NA,"N","NA","I","NA","F","Western","Temperate",14.8,"Elton",340,113
"62",66,208,"magwar","migrant","magwar-ERD2018-EBIRD_SCIENCE-20191029-81587451","Setophaga magnolia","Magnolia Warbler","ebird",2018-06-14,2018-08-03,2018-11-23,2018-04-05,2018-08-10,2018-11-16,2018-04-12,2018-06-07,"NA","NA","NA","NA","NA","NA","1",6570,"SU1","Magnolia Warbler","Survey-wide","Dh",1026,0.82,0.07,1.62,11.56,"12689","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica magnolia","1","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","20","80","0","0","0","1","0","8.14",NA,"N","NA","I","NA","F","Eastern","Boreal",8.14,"Elton",312,104
"63",79,240,"blugrb1","migrant","blugrb1-ERD2018-EBIRD_SCIENCE-20191105-60cf2ecb","Passerina caerulea","Blue Grosbeak","ebird",2018-05-31,2018-08-10,2018-11-23,2018-03-08,2018-08-17,2018-11-16,2018-03-15,2018-05-24,"NA","NA","NA","NA","NA","NA","1",5970,"SU1","Blue Grosbeak","Survey-wide","Dh",1812,0.75,0.56,0.94,3.23,"13309","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies","Passerina caerulea","0","40","0","0","0","0","0","20","0","30","10","Omnivore","0","0","100","0","0","0","0","0","1","0","27.39",NA,"N","NA","G","NA","F","Eastern","Temperate",27.39,"Elton",291,97
"64",117,185,"ovenbi1","migrant","ovenbi1-ERD2018-EBIRD_SCIENCE-20191029-6c96e277","Seiurus aurocapilla","Ovenbird","ebird",2018-06-14,2018-07-27,2018-11-23,2018-03-08,2018-08-03,2018-11-16,2018-03-15,2018-06-07,"NA","NA","NA","NA","NA","NA","NA",6740,"SU1","Ovenbird","Survey-wide","Dh",2107,0.22,-0.06,0.47,13.31,"12724","Passeriformes","Passeriformes","Parulidae","New World warblers","Seiurus aurocapilla","1","70","0","10","0","0","0","10","0","10","0","Invertebrate","0","0","80","20","0","0","0","0","1","0","18.8",NA,"N","NA","I","NA","G","Eastern","Temperate",18.8,"Elton",319,106
"65",13,194,"tenwar","migrant","tenwar-ERD2018-EBIRD_SCIENCE-20191104-9aded632","Leiothlypis peregrina","Tennessee Warbler","ebird",2018-06-14,2018-07-06,2018-11-30,2018-03-08,2018-07-13,2018-11-23,2018-03-15,2018-06-07,"NA","NA","NA","NA","NA","NA","NA",6470,"SU1","Tennessee Warbler","Survey-wide","Dh",721,-0.76,-3.41,0.99,18.49,"12670","Passeriformes","Passeriformes","Parulidae","New World warblers","Vermivora peregrina","1","70","0","0","0","0","0","20","10","0","0","Invertebrate","0","0","0","30","40","30","0","0","1","0","8.9",NA,"N","NA","I","NA","F","Eastern","NA",8.9,"Elton",340,113
"66",14,191,"bawwar","migrant","bawwar-ERD2018-EBIRD_SCIENCE-20191103-54d22587","Mniotilta varia","Black-and-white Warbler","ebird",2018-06-07,2018-07-06,2018-11-30,2018-02-15,2018-07-13,2018-11-23,2018-02-22,2018-05-31,"NA","NA","NA","NA","NA","NA","NA",6360,"SU1","Black-and-white Warbler","Survey-wide","Dh",1888,-0.22,-0.73,0.16,2.82,"12719","Passeriformes","Passeriformes","Parulidae","New World warblers","Mniotilta varia","1","80","0","0","0","0","0","20","0","0","0","Invertebrate","0","0","0","20","60","20","0","0","1","0","10.9",NA,"N","NA","I","NA","F","Eastern","Temperate",10.9,"Elton",333,111
"67",28,61,"olsfly","migrant","olsfly-ERD2018-EBIRD_SCIENCE-20191109-c9c0551a","Contopus cooperi","Olive-sided Flycatcher","ebird",2018-06-21,2018-07-13,2018-11-30,2018-03-08,2018-07-20,2018-11-23,2018-03-15,2018-06-14,"NA","NA","NA","NA","NA","NA","2",4590,"SU1","Olive-sided Flycatcher","Survey-wide","Dh",1360,-2.08,-2.76,-1.57,1.22,"6019","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Contopus cooperi","1","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","50","50","0","0","0","1","0","32.1",NA,"N","NA","I","NA","AH","NA","Boreal",32.1,"Elton",340,113
"68",29,79,"caskin","migrant","caskin-ERD2018-EBIRD_SCIENCE-20191109-eb0245a8","Tyrannus vociferans","Cassin's Kingbird","ebird",2018-05-31,2018-07-13,2018-11-30,2018-03-01,2018-07-20,2018-11-23,2018-03-08,2018-05-24,"NA","NA","NA","NA","NA","NA","NA",4480,"SU1","Cassin's Kingbird","Survey-wide","Dh",278,-0.06,-0.85,0.63,4.63,"6190","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Tyrannus vociferans","0","80","10","0","0","0","0","10","0","0","0","Invertebrate","0","0","0","20","80","0","0","0","1","0","45.6",NA,"N","NA","I","NA","AH","Western","Tropical",45.6,"BOW",319,106
"69",49,205,"camwar","migrant","camwar-ERD2018-EBIRD_SCIENCE-20191107-d00a8a96","Setophaga tigrina","Cape May Warbler","ebird",2018-06-21,2018-07-20,2018-11-30,2018-03-22,2018-07-27,2018-11-23,2018-03-29,2018-06-14,"NA","NA","NA","NA","NA","NA","NA",6500,"SU1","Cape May Warbler","Survey-wide","Dh",529,1.14,-1.66,3.05,1.21,"12690","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica tigrina","1","60","0","0","0","0","0","20","20","0","0","Invertebrate","0","0","0","0","20","60","20","0","1","0","10.039999999999999",NA,"N","NA","I","NA","F","Eastern","Boreal",10.04,"Elton",333,111
"70",50,81,"easkin","migrant","easkin-ERD2018-EBIRD_SCIENCE-20191103-d857a530","Tyrannus tyrannus","Eastern Kingbird","ebird",2018-06-07,2018-07-20,2018-11-30,2018-03-01,2018-07-27,2018-11-23,2018-03-08,2018-05-31,"NA","NA","NA","NA","NA","NA","2",4440,"SU1","Eastern Kingbird","Survey-wide","Dh",3558,-0.94,-1.17,-0.79,4.44,"6195","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Tyrannus tyrannus","1","70","0","10","0","0","0","10","0","10","0","Invertebrate","0","0","0","80","20","0","0","0","1","0","39.85",NA,"N","NA","I","NA","AH","Eastern","NA",39.85,"Elton",319,106
"71",80,242,"indbun","migrant","indbun-ERD2018-EBIRD_SCIENCE-20191028-42b2389d","Passerina cyanea","Indigo Bunting","ebird",2018-06-07,2018-08-03,2018-11-30,2018-03-22,2018-08-17,2018-11-23,2018-03-29,2018-05-31,"NA","NA","NA","NA","NA","NA","2",5980,"SU1","Indigo Bunting","Survey-wide","Dh",2641,-0.6,-0.69,-0.51,10.01,"13313","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies","Passerina cyanea","1","0","0","0","0","0","0","0","0","100","0","PlantSeed","0","0","40","40","20","0","0","0","1","0","14.69",NA,"N","NA","G","NA","G","Eastern","Temperate",14.69,"Elton",305,102
"72",81,33,"miskit","migrant","miskit-ERD2018-EBIRD_SCIENCE-20191107-61b7f446","Ictinia mississippiensis","Mississippi Kite","ebird",2018-06-07,2018-08-10,2018-11-30,2018-02-22,2018-08-17,2018-11-23,2018-03-01,2018-05-31,"NA","NA","Y","NA","NA","Y","NA",3290,"SU1","Mississippi Kite","Survey-wide","DD",517,0.62,-0.35,1.48,0.73,"4618","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Ictinia mississippiensis","0","90","0","0","0","10","0","0","0","0","0","Invertebrate","0","0","10","10","10","10","60","0","1","0","276.02999999999997",NA,"N","NA","I","NA","AF","Eastern","Temperate",276.03,"Elton",298,99
"73",7,120,"treswa","migrant","treswa-ERD2018-EBIRD_SCIENCE-20191030-748777da","Tachycineta bicolor","Tree Swallow","ebird",2018-05-24,2018-06-21,2018-12-07,2018-01-18,2018-06-28,2018-11-30,2018-01-25,2018-05-17,"NA","NA","NA","NA","NA","NA","2",6140,"SU1","Tree Swallow","Survey-wide","Dh",3277,-0.6,-1.07,-0.26,5.65,"9992","Passeriformes","Passeriformes","Hirundinidae","Swallows and martins","Tachycineta bicolor","1","90","0","0","0","0","0","10","0","0","0","Invertebrate","0","0","20","20","20","20","20","0","1","0","21.2",NA,"N","NA","I","NA","AF","NA","NA",21.2,"Elton",334,111
"74",36,195,"orcwar","migrant","orcwar-ERD2018-EBIRD_SCIENCE-20191103-e426fedd","Leiothlypis celata","Orange-crowned Warbler","ebird",2018-06-14,2018-07-13,2018-12-07,2018-02-01,2018-07-20,2018-11-30,2018-02-08,2018-06-07,"NA","NA","NA","NA","NA","NA","NA",6460,"SU1","Orange-crowned Warbler","Survey-wide","Dh",813,-0.61,-1.32,0.05,4.78,"12671","Passeriformes","Passeriformes","Parulidae","New World warblers","Vermivora celata","1","70","0","0","0","0","0","20","10","0","0","Invertebrate","0","0","0","50","50","0","0","0","1","0","9.19",NA,"N","NA","I","NA","F","NA","NA",9.19,"Elton",333,111
"75",52,209,"babwar","migrant","babwar-ERD2018-EBIRD_SCIENCE-20191109-07c04a09","Setophaga castanea","Bay-breasted Warbler","ebird",2018-06-14,2018-07-20,2018-12-07,2018-04-05,2018-07-27,2018-11-30,2018-04-12,2018-06-07,"NA","NA","NA","NA","NA","NA","NA",6600,"SU1","Bay-breasted Warbler","Survey-wide","Dh",467,0.95,-0.49,2.32,1.95,"12712","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica castanea","1","60","0","0","0","0","0","30","10","0","0","Invertebrate","0","0","0","0","100","0","0","0","1","0","11.8",NA,"N","NA","I","NA","F","Eastern","Boreal",11.8,"Elton",326,109
"76",123,24,"rthhum","migrant","rthhum-ERD2018-EBIRD_SCIENCE-20191029-099317ba","Archilochus colubris","Ruby-throated Hummingbird","ebird",2018-06-07,2018-07-27,2018-12-07,2018-03-08,2018-08-03,2018-11-30,2018-03-15,2018-05-31,"NA","NA","Y","NA","NA","Y","1",4280,"SU1","Ruby-throated Hummingbird","Survey-wide","Dh",2457,0.94,0.74,1.14,0.34,"2791","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds","Archilochus colubris","1","40","0","0","0","0","0","0","60","0","0","FruiNect","0","0","0","40","40","0","20","0","1","0","3.09",NA,"N","NA","N","NA","F","Eastern","Temperate",3.09,"Elton",312,104
"77",124,207,"norpar","migrant","norpar-ERD2018-EBIRD_SCIENCE-20191103-2ed9d479","Setophaga americana","Northern Parula","ebird",2018-06-21,2018-07-27,2018-12-07,2018-02-01,2018-08-03,2018-11-30,2018-02-08,2018-06-07,"NA","NA","NA","NA","NA","NA","1",6480,"SU1","Northern Parula","Survey-wide","Dh",1842,1.32,1.01,1.62,1.86,"12678","Passeriformes","Passeriformes","Parulidae","New World warblers","Parula americana","1","70","0","0","0","0","0","10","10","10","0","Invertebrate","0","0","0","0","20","80","0","0","1","0","7.84",NA,"N","NA","I","NA","F","Eastern","Temperate",7.84,"Elton",326,109
"78",125,225,"btnwar","migrant","btnwar-ERD2018-EBIRD_SCIENCE-20191104-9d90a3ab","Setophaga virens","Black-throated Green Warbler","ebird",2018-06-07,2018-07-27,2018-12-07,2018-03-08,2018-08-03,2018-11-30,2018-03-15,2018-05-31,"NA","NA","NA","NA","NA","NA","NA",6670,"SU1","Black-throated Green Warbler","Survey-wide","Dh",1100,0.19,-0.37,0.63,2.24,"12699","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica virens","1","60","0","0","0","0","0","20","0","0","20","Invertebrate","0","0","0","20","60","20","0","0","1","0","8.69",NA,"N","NA","I","NA","F","Eastern","Boreal",8.69,"Elton",312,104
